"","Date","Visitor","G","Home","G","","Att.","LOG","Notes"
"1","2016-10-12","St. Louis Blues","5","Chicago Blackhawks","2","","21,729","2:29",""
"2","2016-10-12","Calgary Flames","4","Edmonton Oilers","7","","18,347","2:35",""
"3","2016-10-12","Toronto Maple Leafs","4","Ottawa Senators","5","OT","17,618","2:36",""
"4","2016-10-12","Los Angeles Kings","1","San Jose Sharks","2","","17,562","2:29",""
"5","2016-10-13","Montreal Canadiens","4","Buffalo Sabres","1","","19,070","2:44",""
"6","2016-10-13","Boston Bruins","6","Columbus Blue Jackets","3","","18,144","2:29",""
"7","2016-10-13","Anaheim Ducks","2","Dallas Stars","4","","18,532","2:30",""
"8","2016-10-13","New Jersey Devils","1","Florida Panthers","2","OT","17,128","2:36",""
"9","2016-10-13","New York Islanders","3","New York Rangers","5","","18,200","2:29",""
"10","2016-10-13","Washington Capitals","2","Pittsburgh Penguins","3","SO","18,630","2:50",""
"11","2016-10-13","Minnesota Wild","2","St. Louis Blues","3","","19,673","2:29",""
"12","2016-10-13","Detroit Red Wings","4","Tampa Bay Lightning","6","","19,092","2:47",""
"13","2016-10-13","Carolina Hurricanes","4","Winnipeg Jets","5","OT","15,296","2:32",""
"14","2016-10-14","Edmonton Oilers","5","Calgary Flames","3","","19,289","2:28",""
"15","2016-10-14","Philadelphia Flyers","4","Los Angeles Kings","2","","18,453","2:31",""
"16","2016-10-14","Chicago Blackhawks","2","Nashville Predators","3","","17,256","2:35",""
"17","2016-10-15","Philadelphia Flyers","3","Arizona Coyotes","4","OT","17,125","2:39",""
"18","2016-10-15","San Jose Sharks","3","Columbus Blue Jackets","2","","16,546","2:24",""
"19","2016-10-15","Nashville Predators","3","Chicago Blackhawks","5","","21,665","2:29",""
"20","2016-10-15","Dallas Stars","5","Colorado Avalanche","6","","18,007","2:38",""
"21","2016-10-15","Detroit Red Wings","1","Florida Panthers","4","","16,868","2:35",""
"22","2016-10-15","Winnipeg Jets","3","Minnesota Wild","4","","19,024","2:41",""
"23","2016-10-15","Montreal Canadiens","3","Ottawa Senators","4","SO","18,195","2:44",""
"24","2016-10-15","Anaheim Ducks","2","Pittsburgh Penguins","3","","18,452","2:38",""
"25","2016-10-15","New York Rangers","2","St. Louis Blues","3","","19,197","2:24",""
"26","2016-10-15","New Jersey Devils","2","Tampa Bay Lightning","3","","19,092","2:36",""
"27","2016-10-15","Boston Bruins","1","Toronto Maple Leafs","4","","19,466","2:23",""
"28","2016-10-15","Calgary Flames","1","Vancouver Canucks","2","SO","18,865","2:42",""
"29","2016-10-15","New York Islanders","1","Washington Capitals","2","","18,506","2:25",""
"30","2016-10-16","Buffalo Sabres","6","Edmonton Oilers","2","","18,347","2:39",""
"31","2016-10-16","Anaheim Ducks","2","New York Islanders","3","OT","15,795","2:37",""
"32","2016-10-16","Carolina Hurricanes","3","Vancouver Canucks","4","OT","17,832","2:25",""
"33","2016-10-17","Ottawa Senators","1","Detroit Red Wings","5","","20,027","2:33",""
"34","2016-10-17","San Jose Sharks","4","New York Rangers","7","","18,200","2:32",""
"35","2016-10-17","Colorado Avalanche","4","Pittsburgh Penguins","3","OT","18,431","2:41",""
"36","2016-10-17","Boston Bruins","4","Winnipeg Jets","1","","15,296","2:36",""
"37","2016-10-18","Buffalo Sabres","3","Calgary Flames","4","OT","19,289","2:35",""
"38","2016-10-18","Philadelphia Flyers","4","Chicago Blackhawks","7","","21,263","2:26",""
"39","2016-10-18","Carolina Hurricanes","2","Edmonton Oilers","3","","18,347","2:30",""
"40","2016-10-18","Los Angeles Kings","3","Minnesota Wild","6","","18,644","2:40",""
"41","2016-10-18","Pittsburgh Penguins","0","Montreal Canadiens","4","","21,288","2:47",""
"42","2016-10-18","Anaheim Ducks","1","New Jersey Devils","2","","16,514","2:37",""
"43","2016-10-18","Dallas Stars","2","Nashville Predators","1","","17,113","2:29",""
"44","2016-10-18","San Jose Sharks","3","New York Islanders","2","","10,772","2:34",""
"45","2016-10-18","Arizona Coyotes","4","Ottawa Senators","7","","11,061","2:43",""
"46","2016-10-18","Florida Panthers","3","Tampa Bay Lightning","4","SO","19,092","2:50",""
"47","2016-10-18","St. Louis Blues","1","Vancouver Canucks","2","OT","17,568","2:28",""
"48","2016-10-18","Colorado Avalanche","0","Washington Capitals","3","","18,506","2:29",""
"49","2016-10-19","Detroit Red Wings","2","New York Rangers","1","","18,200","2:28",""
"50","2016-10-19","Toronto Maple Leafs","4","Winnipeg Jets","5","OT","15,294","2:36",""
"51","2016-10-20","New Jersey Devils","1","Boston Bruins","2","","17,565","2:37",""
"52","2016-10-20","Carolina Hurricanes","4","Calgary Flames","2","","17,652","2:29",""
"53","2016-10-20","Los Angeles Kings","4","Dallas Stars","3","OT","18,532","2:45",""
"54","2016-10-20","St. Louis Blues","1","Edmonton Oilers","3","","18,347","2:30",""
"55","2016-10-20","Washington Capitals","4","Florida Panthers","2","","12,440","2:27",""
"56","2016-10-20","Toronto Maple Leafs","2","Minnesota Wild","3","","18,968","2:36",""
"57","2016-10-20","Arizona Coyotes","2","Montreal Canadiens","5","","21,288","2:33",""
"58","2016-10-20","Anaheim Ducks","3","Philadelphia Flyers","2","","19,982","2:23",""
"59","2016-10-20","San Jose Sharks","2","Pittsburgh Penguins","3","","18,511","2:31",""
"60","2016-10-20","Colorado Avalanche","4","Tampa Bay Lightning","0","","19,092","2:27",""
"61","2016-10-20","Buffalo Sabres","1","Vancouver Canucks","2","","17,809","2:35",""
"62","2016-10-21","Chicago Blackhawks","2","Columbus Blue Jackets","3","","15,789","2:27",""
"63","2016-10-21","Nashville Predators","3","Detroit Red Wings","5","","20,027","2:34",""
"64","2016-10-21","Arizona Coyotes","2","New York Islanders","3","","13,076","2:38",""
